,url
133,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=611&docId=472860592&qb=66+47IOd66y87J2M7JOw7LKY66as6riw&enc=utf8&section=kin.qna_ency&rank=134&search_sort=0&spq=0
134,https://kin.naver.com/qna/detail.naver?d1id=5&dirId=501&docId=474927302&qb=66+47IOd66y87J2M7JOw7LKY66as6riw&enc=utf8&section=kin.qna_ency&rank=135&search_sort=0&spq=0
135,https://kin.naver.com/qna/detail.naver?d1id=5&dirId=50104&docId=477116672&qb=66+47IOd66y87J2M7JOw7LKY66as6riw&enc=utf8&section=kin.qna_ency&rank=136&search_sort=0&spq=0
136,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=611&docId=475181831&qb=66+47IOd66y87J2M7JOw7LKY66as6riw&enc=utf8&section=kin.qna_ency&rank=137&search_sort=0&spq=0
137,https://kin.naver.com/qna/detail.naver?d1id=5&dirId=50502&docId=477433371&qb=66+47IOd66y87J2M7JOw7LKY66as6riw&enc=utf8&section=kin.qna_ency&rank=138&search_sort=0&spq=0
138,https://kin.naver.com/qna/detail.naver?d1id=5&dirId=50104&docId=453606412&qb=66+47IOd66y87J2M7JOw7LKY66as6riw&enc=utf8&section=kin.qna_ency&rank=139&search_sort=0&spq=0
139,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=611&docId=475153627&qb=66+47IOd66y87J2M7JOw7LKY66as6riw&enc=utf8&section=kin.qna_ency&rank=140&search_sort=0&spq=0
140,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=9011403&docId=474092718&qb=66+47IOd66y87J2M7JOw7LKY66as6riw&enc=utf8&section=kin.qna_ency&rank=141&search_sort=0&spq=0
141,https://kin.naver.com/qna/detail.naver?d1id=12&dirId=120208&docId=473605098&qb=66+47IOd66y87J2M7JOw7LKY66as6riw&enc=utf8&section=kin.qna_ency&rank=142&search_sort=0&spq=0
142,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80901&docId=472792007&qb=66+47IOd66y87J2M7JOw7LKY66as6riw&enc=utf8&section=kin.qna_ency&rank=143&search_sort=0&spq=0
